ID	start	stop	Strand	Length	PID	Gene	Synonym	COG	sanger_anot	Possible.DR.phage.PEPPE.	essential.	Annotation	Filter_criteria	Filter
4031839..4031923	4031839	4031923	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4031924..4031943	4031924	4031943	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4031944..4031954	4031944	4031954	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4031955..4032014	4031955	4032014	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4032015..4032018	4032015	4032018	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4032019..4032024	4032019	4032024	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4032025..4032381	4032025	4032381	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4032382..4032639	4032382	4032639	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4032640..4032756	4032640	4032756	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4032757..4032820	4032757	4032820	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4032821..4033158	4032821	4033158	-	584	57117129	PE_PGRS58	Rv3590c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4033159..4033268	4033159	4033268	I	NA	NA		IG3650_Rv3590c-Rv3591c							KEEP
4033269..4034042	4033269	4034042	-	257	15610727	-	Rv3591c	COG0596R	 IV.I		nonessential	hydrolase		KEEP
4034043..4034056	4034043	4034056	I	NA	NA		IG3651_Rv3591c-Rv3592							KEEP
4034057..4034374	4034057	4034374	+	105	15610728	TB11.2	Rv3592	COG2329R	 V		nonessential	hypothetical protein		KEEP
4034352..4035710	4034352	4035710	+	452	15610729	lpqF	Rv3593	COG2367V	 II.C.1		essential	lipoprotein LpqF		KEEP
4035711..4035856	4035711	4035856	I	NA	NA		IG3653_Rv3593-Rv3594							KEEP
4035857..4036684	4035857	4036684	+	275	15610730	-	Rv3594	-	 V		nonessential	hypothetical protein		KEEP
4036685..4036730	4036685	4036730	I	NA	NA		IG3654_Rv3594-Rv3595c							KEEP
4036731..4036845	4036731	4036845	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4036846..4037194	4036846	4037194	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4037195..4037348	4037195	4037348	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4037349..4037350	4037349	4037350	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4037351..4037352	4037351	4037352	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4037353..4037354	4037353	4037354	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4037355..4037445	4037355	4037445	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4037446..4037497	4037446	4037497	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4037498..4037831	4037498	4037831	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4037832..4037883	4037832	4037883	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein	Annotation + Marin et al 2022	DISCARD
4037884..4038050	4037884	4038050	-	439	57117130	PE_PGRS59	Rv3595c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family protein		KEEP
4038051..4038157	4038051	4038157	I	NA	NA		IG3655_Rv3595c-Rv3596c							KEEP
4038158..4038740	4038158	4038740	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1		KEEP
4038741..4038794	4038741	4038794	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1	Only Marin et al 2022	KEEP
4038795..4038843	4038795	4038843	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1		KEEP
4038844..4038882	4038844	4038882	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1	Only Marin et al 2022	KEEP
4038883..4039674	4038883	4039674	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1		KEEP
4039675..4039747	4039675	4039747	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1	Only Marin et al 2022	KEEP
4039748..4040021	4039748	4040021	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1		KEEP
4040022..4040104	4040022	4040104	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1	Only Marin et al 2022	KEEP
4040105..4040704	4040105	4040704	-	848	57117131	clpC1	Rv3596c	COG0542O	 II.B.3		essential	ATP-dependent protease ATP-binding subunit ClpC1		KEEP
4040705..4040980	4040705	4040980	I	NA	NA		IG3656_Rv3596c-Rv3597c							KEEP
4040981..4041319	4040981	4041319	-	112	15610733	lsr2	Rv3597c	-	 I.J.1		essential	iron-regulated LSR2 protein precursor		KEEP
4041320..4041422	4041320	4041422	I	NA	NA		IG3657_Rv3597c-Rv3598c							KEEP
4041423..4042940	4041423	4042940	-	505	15610734	lysS	Rv3598c	COG1190J	 II.A.3		essential	lysyl-tRNA synthetase		KEEP
4042941..4042951	4042941	4042951	I	NA	NA		IG3658_Rv3598c-Rv3599c							KEEP
4042952..4043035	4042952	4043035	-	27	15610735	-	Rv3599c	-	 VI		nonessential	hypothetical protein		KEEP
4043036..4043040	4043036	4043040	I	NA	NA		IG3659_Rv3599c-Rv3600c							KEEP
4043041..4043859	4043041	4043859	-	272	15610736	-	Rv3600c	COG1521K	 V		nonessential	pantothenate kinase		KEEP
4043860..4043861	4043860	4043861	I	NA	NA		IG3660_Rv3600c-Rv3601c							KEEP
4043862..4044281	4043862	4044281	-	139	15610737	panD	Rv3601c	COG0853H	 I.G.5		nonessential	aspartate alpha-decarboxylase		KEEP
4044281..4045210	4044281	4045210	-	309	15610738	panC	Rv3602c	COG0414H	 I.G.5		essential	pantoate--beta-alanine ligase		KEEP
4045207..4046118	4045207	4046118	-	303	15610739	-	Rv3603c	COG5495S	 V		nonessential	hypothetical protein		KEEP
4046119..4046302	4046119	4046302	I	NA	NA		IG3663_Rv3603c-Rv3604c							KEEP
4046303..4047496	4046303	4047496	-	397	57117132	-	Rv3604c	-	 II.C.5		essential	transmembrane protein		KEEP
4047497..4047704	4047497	4047704	I	NA	NA		IG3664_Rv3604c-Rv3605c							KEEP
4047705..4048181	4047705	4048181	-	158	15610741	-	Rv3605c	-	 VI		nonessential	hypothetical protein		KEEP
4048181..4048747	4048181	4048747	-	188	15610742	folK	Rv3606c	COG0801H	 I.G.2		nonessential	2-amino-4-hydroxy-6-hydroxymethyldihydropteridi ne pyrophosphokinase FolK		KEEP
4048744..4049145	4048744	4049145	-	133	57117133	folB	Rv3607c	COG1539H	 I.G.2		essential	dihydroneopterin aldolase FolB		KEEP
4049138..4049980	4049138	4049980	-	280	57117134	folP1	Rv3608c	COG0294H	 I.G.2		essential	dihydropteroate synthase		KEEP
4049977..4050585	4049977	4050585	-	202	15610745	folE	Rv3609c	COG0302H	 I.G.2		essential	GTP cyclohydrolase I		KEEP
4050586..4050600	4050586	4050600	I	NA	NA		IG3669_Rv3609c-Rv3610c							KEEP
4050601..4052883	4050601	4052883	-	760	15610746	ftsH	Rv3610c	COG0465O	 III.C		essential	membrane-bound protease FTSH (cell division protein)		KEEP
4052884..4052949	4052884	4052949	I	NA	NA		IG3670_Rv3610c-Rv3611							KEEP
4052950..4053603	4052950	4053603	+	217	15610747	-	Rv3611	-	 VI		essential	hypothetical protein	Only Marin et al 2022	KEEP
4053518..4053603	4053518	4053603	-	109	15610748	-	Rv3612c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
4053604..4053633	4053604	4053633	-	109	15610748	-	Rv3612c	-	 V		nonessential	hypothetical protein		KEEP
4053634..4053847	4053634	4053847	-	109	15610748	-	Rv3612c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
4053848..4053852	4053848	4053852	I	NA	NA		IG3672_Rv3612c-Rv3613c						Only Marin et al 2022	KEEP
4053853..4053880	4053853	4053880	I	NA	NA		IG3672_Rv3612c-Rv3613c							KEEP
4053881..4054042	4053881	4054042	-	53	15610749	-	Rv3613c	-	 VI		nonessential	hypothetical protein		KEEP
4054043..4054141	4054043	4054141	I	NA	NA		IG3673_Rv3613c-Rv3614c							KEEP
4054142..4054696	4054142	4054696	-	184	15610750	-	Rv3614c	-	 V		essential	hypothetical protein		KEEP
4054697..4054811	4054697	4054811	I	NA	NA		IG3674_Rv3614c-Rv3615c							KEEP
4054812..4055123	4054812	4055123	-	103	15610751	-	Rv3615c	-	 V		essential	hypothetical protein		KEEP
4055124..4055196	4055124	4055196	I	NA	NA		IG3675_Rv3615c-Rv3616c							KEEP
4055197..4056375	4055197	4056375	-	392	15610752	-	Rv3616c	-	 V		essential	hypothetical protein		KEEP
4056376..4057732	4056376	4057732	I	NA	NA		IG3676_Rv3616c-Rv3617							KEEP
4057733..4058701	4057733	4058701	+	322	15610753	ephA	Rv3617	COG0596R	 III.F		nonessential	epoxide hydrolase EphA		KEEP
4058698..4059885	4058698	4059885	+	395	15610754	-	Rv3618	COG2141C	 VI		nonessential	monooxygenase		KEEP
4059886..4059976	4059886	4059976	I	NA	NA		IG3678_Rv3618-Rv3619c							KEEP
4059977..4059983	4059977	4059983	I	NA	NA		IG3678_Rv3618-Rv3619c						Only Marin et al 2022	KEEP
4059984..4060268	4059984	4060268	-	94	15610755	esxV	Rv3619c	-	 VI		nonessential	putative ESAT-6 like protein ESXV (ESAT-6 like protein 1)	Only Marin et al 2022	KEEP
4060269..4060294	4060269	4060294	I	NA	NA		IG3679_Rv3619c-Rv3620c						Only Marin et al 2022	KEEP
4060295..4060591	4060295	4060591	-	98	15610756	esxW	Rv3620c	-	 VI		nonessential	putative ESAT-6 like protein ESXW (ESAT-6 like protein 10)	Only Marin et al 2022	KEEP
4060592..4060595	4060592	4060595	I	NA	NA		IG3680_Rv3620c-Rv3621c						Annotation + Marin et al 2022	DISCARD
4060596..4060647	4060596	4060647	I	NA	NA		IG3680_Rv3620c-Rv3621c							KEEP
4060648..4061421	4060648	4061421	-	413	57117135	PPE65	Rv3621c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
4061422..4061526	4061422	4061526	-	413	57117135	PPE65	Rv3621c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein	Annotation + Marin et al 2022	DISCARD
4061527..4061889	4061527	4061889	-	413	57117135	PPE65	Rv3621c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PPE family protein		KEEP
4061890..4061898	4061890	4061898	I	NA	NA		IG3681_Rv3621c-Rv3622c			repeat				KEEP
4061899..4062198	4061899	4062198	-	99	57117136	PE32	Rv3622c	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
4062199..4062526	4062199	4062526	I	NA	NA		IG3682_Rv3622c-Rv3623							KEEP
4062527..4063249	4062527	4063249	+	240	15610759	lpqG	Rv3623	COG2968S	 II.C.1		nonessential	lipoprotein LpqG		KEEP
4063250..4063253	4063250	4063253	I	NA	NA		IG3683_Rv3623-Rv3624c							KEEP
4063254..4063904	4063254	4063904	-	216	15610760	hpt	Rv3624c	COG0634F	 I.F.4		nonessential	hypoxanthine-guanine phosphoribosyltransferase		KEEP
4063901..4064872	4063901	4064872	-	323	15610761	mesJ	Rv3625c	COG0037D	 III.C		essential	cell cycle protein MESJ		KEEP
4064851..4065903	4064851	4065903	-	350	15610762	-	Rv3626c	COG5282S	 V		nonessential	hypothetical protein		KEEP
4065900..4067285	4065900	4067285	-	461	15610763	-	Rv3627c	COG2027M	 II.C.3		essential	hypothetical protein		KEEP
4067286..4067422	4067286	4067422	I	NA	NA		IG3687_Rv3627c-Rv3628							KEEP
4067423..4067911	4067423	4067911	+	162	15610764	ppa	Rv3628	COG0221C	 I.A.4		nonessential	inorganic pyrophosphatase		KEEP
4067912..4067956	4067912	4067956	I	NA	NA		IG3688_Rv3628-Rv3629c							KEEP
4067957..4069054	4067957	4069054	-	365	15610765	-	Rv3629c	COG2899S	 II.C.5		nonessential	integral membrane protein		KEEP
4069055..4069174	4069055	4069174	I	NA	NA		IG3689_Rv3629c-Rv3630							KEEP
4069175..4070032	4069175	4070032	+	431	15610766	-	Rv3630	-	 II.C.5		nonessential	integral membrane protein		KEEP
4070033..4070083	4070033	4070083	+	431	15610766	-	Rv3630	-	 II.C.5		nonessential	integral membrane protein	Only Marin et al 2022	KEEP
4070084..4070260	4070084	4070260	+	431	15610766	-	Rv3630	-	 II.C.5		nonessential	integral membrane protein		KEEP
4070261..4070347	4070261	4070347	+	431	15610766	-	Rv3630	-	 II.C.5		nonessential	integral membrane protein	Only Marin et al 2022	KEEP
4070348..4070470	4070348	4070470	+	431	15610766	-	Rv3630	-	 II.C.5		nonessential	integral membrane protein		KEEP
4070471..4070513	4070471	4070513	I	NA	NA		IG3690_Rv3630-Rv3631							KEEP
4070514..4071239	4070514	4071239	+	241	15610767	-	Rv3631	COG0463M	 IV.H		essential	transferase		KEEP
4071236..4071580	4071236	4071580	+	114	15610768	-	Rv3632	-	 II.C.5		nonessential	hypothetical protein		KEEP
4071581..4071790	4071581	4071790	I	NA	NA		IG3692_Rv3632-Rv3633							KEEP
4071791..4072666	4071791	4072666	+	291	15610769	-	Rv3633	COG5285Q	 V		nonessential	hypothetical protein		KEEP
4072667..4073611	4072667	4073611	-	314	57117137	galE1	Rv3634c	COG0451MG	 I.C.3		essential	UDP-glucose 4-epimerase GALE1 (galactowaldenase) (UDP-galactose 4-epimerase) (uridine diphosphate galactose 4-epimerase) (uridine diphospho-galactose 4-epimerase)		KEEP
4073612..4073633	4073612	4073633	I	NA	NA		IG3694_Rv3634c-Rv3635							KEEP
4073634..4075409	4073634	4075409	+	591	15610771	-	Rv3635	-	 II.C.5		essential	transmembrane protein		KEEP
4075410..4075751	4075410	4075751	I	NA	NA		IG3695_Rv3635-Rv3636							KEEP
4075752..4076099	4075752	4076099	+	115	15610772	-	Rv3636	COG4584L	 IV.B.1	phage	nonessential	transposase		KEEP
4076100..4076483	4076100	4076483	I	NA	NA		IG3696_Rv3636-Rv3637			repeat				KEEP
4076484..4076984	4076484	4076984	+	166	15610773	-	Rv3637	COG4584L	 IV.B.1	phage	nonessential	transposase		KEEP
4076984..4077655	4076984	4077655	+	248	15610774	-	Rv3638	COG1484L	 IV.B.1	phage	nonessential	transposase		KEEP
4077656..4077706	4077656	4077706	+	248	15610774	-	Rv3638	COG1484L	 IV.B.1	phage	nonessential	transposase	Annotation + Marin et al 2022	DISCARD
4077707..4077730	4077707	4077730	+	248	15610774	-	Rv3638	COG1484L	 IV.B.1	phage	nonessential	transposase		KEEP
4077731..4077787	4077731	4077787	I	NA	NA		IG3698_Rv3638-Rv3639c							KEEP
4077788..4077860	4077788	4077860	I	NA	NA		IG3698_Rv3638-Rv3639c						Annotation + Marin et al 2022	DISCARD
4077861..4077883	4077861	4077883	I	NA	NA		IG3698_Rv3638-Rv3639c							KEEP
4077884..4077889	4077884	4077889	-	188	15610775	-	Rv3639c	-	 V		nonessential	hypothetical protein		KEEP
4077890..4077961	4077890	4077961	-	188	15610775	-	Rv3639c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
4077962..4077976	4077962	4077976	-	188	15610775	-	Rv3639c	-	 V		nonessential	hypothetical protein		KEEP
4077977..4078205	4077977	4078205	-	188	15610775	-	Rv3639c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
4078206..4078450	4078206	4078450	-	188	15610775	-	Rv3639c	-	 V		nonessential	hypothetical protein		KEEP
4078451..4078519	4078451	4078519	I	NA	NA		IG3699_Rv3639c-Rv3640c							KEEP
4078520..4079749	4078520	4079749	-	409	15610776	-	Rv3640c	COG3328L	 IV.B.1		nonessential	transposase		KEEP
4079750..4079924	4079750	4079924	I	NA	NA		IG3700_Rv3640c-Rv3641c							KEEP
4079925..4080560	4079925	4080560	-	211	15610777	fic	Rv3641c	COG2184D	 III.C		nonessential	cell filamentation protein FIC		KEEP
4080561..4080570	4080561	4080570	I	NA	NA		IG3701_Rv3641c-Rv3642c							KEEP
4080571..4080765	4080571	4080765	-	64	15610778	-	Rv3642c	-	 VI		nonessential	hypothetical protein		KEEP
4080766..4081159	4080766	4081159	I	NA	NA		IG3702_Rv3642c-Rv3643							KEEP
4081160..4081351	4081160	4081351	+	63	15610779	-	Rv3643	-	 VI		nonessential	hypothetical protein		KEEP
4081352..4081515	4081352	4081515	I	NA	NA		IG3703_Rv3643-Rv3644c							KEEP
4081516..4082721	4081516	4082721	-	401	15610780	-	Rv3644c	COG0470L	 II.A.5		nonessential	DNA polymerase III subunit delta'		KEEP
4082722..4082806	4082722	4082806	I	NA	NA		IG3704_Rv3644c-Rv3645							KEEP
4082807..4084456	4082807	4084456	+	549	15610781	-	Rv3645	COG2114T	 II.C.5		nonessential	transmembrane protein		KEEP
4084453..4087257	4084453	4087257	-	934	15610782	topA	Rv3646c	COG0550L,COG1754R	 II.A.5		essential	DNA topoisomerase I		KEEP
4087258..4087475	4087258	4087475	I	NA	NA		IG3706_Rv3646c-Rv3647c							KEEP
4087476..4087609	4087476	4087609	I	NA	NA		IG3706_Rv3646c-Rv3647c						Only Marin et al 2022	KEEP
4087610..4087626	4087610	4087626	-	192	15610783	-	Rv3647c	-	 V		nonessential	hypothetical protein	Only Marin et al 2022	KEEP
4087627..4088188	4087627	4088188	-	192	15610783	-	Rv3647c	-	 V		nonessential	hypothetical protein		KEEP
4088189..4088327	4088189	4088327	I	NA	NA		IG3707_Rv3647c-Rv3648c							KEEP
4088328..4088531	4088328	4088531	-	67	15610784	cspA	Rv3648c	COG1278K	 III.E		essential	cold shock protein A		KEEP
4088532..4088780	4088532	4088780	I	NA	NA		IG3708_Rv3648c-Rv3649							KEEP
4088781..4090856	4088781	4090856	+	771	15610785	-	Rv3649	COG1205R	 II.A.7		essential	helicase		KEEP
4090857..4090910	4090857	4090910	+	771	15610785	-	Rv3649	COG1205R	 II.A.7		essential	helicase	Only Marin et al 2022	KEEP
4090911..4091096	4090911	4091096	+	771	15610785	-	Rv3649	COG1205R	 II.A.7		essential	helicase		KEEP
4091097..4091232	4091097	4091232	I	NA	NA		IG3709_Rv3649-Rv3650							KEEP
4091233..4091335	4091233	4091335	+	94	57117138	PE33	Rv3650	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
4091336..4091423	4091336	4091423	+	94	57117138	PE33	Rv3650	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein	Annotation + Marin et al 2022	DISCARD
4091424..4091517	4091424	4091517	+	94	57117138	PE33	Rv3650	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE family protein		KEEP
4091518..4091840	4091518	4091840	I	NA	NA		IG3710_Rv3650-Rv3651							KEEP
4091841..4092878	4091841	4092878	+	345	15610787	-	Rv3651	-	 V		essential	hypothetical protein		KEEP
4092879..4093631	4092879	4093631	I	NA	NA		IG3711_Rv3651-Rv3652							KEEP
4093632..4093946	4093632	4093946	+	104	57117139	PE_PGRS60	Rv3652	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family-related protein		KEEP
4093940..4094065	4093940	4094065	+	195	57117140	PE_PGRS61	Rv3653	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family-related protein		KEEP
4094066..4094346	4094066	4094346	+	195	57117140	PE_PGRS61	Rv3653	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family-related protein	Annotation + Marin et al 2022	DISCARD
4094347..4094527	4094347	4094527	+	195	57117140	PE_PGRS61	Rv3653	-	 IV.C.1	PE/PPE/PGRS	nonessential	PE-PGRS family-related protein		KEEP
4094528..4094659	4094528	4094659	I	NA	NA		IG3713_Rv3653-Rv3654c							KEEP
4094660..4094914	4094660	4094914	-	84	15610790	-	Rv3654c	-	 V		nonessential	hypothetical protein		KEEP
4094915..4094922	4094915	4094922	I	NA	NA		IG3714_Rv3654c-Rv3655c							KEEP
4094923..4095300	4094923	4095300	-	125	15610791	-	Rv3655c	-	 V		nonessential	hypothetical protein		KEEP
4095301..4095323	4095301	4095323	I	NA	NA		IG3715_Rv3655c-Rv3656c							KEEP
4095324..4095530	4095324	4095530	-	68	15610792	-	Rv3656c	-	 V		nonessential	hypothetical protein		KEEP
4095531..4095539	4095531	4095539	I	NA	NA		IG3716_Rv3656c-Rv3657c							KEEP
4095540..4096115	4095540	4096115	-	191	15610793	-	Rv3657c	COG2064NU	 II.C.5		nonessential	hypothetical protein		KEEP
4096116..4096138	4096116	4096138	I	NA	NA		IG3717_Rv3657c-Rv3658c							KEEP
4096139..4096939	4096139	4096939	-	266	15610794	-	Rv3658c	-	 II.C.5		essential	transmembrane protein		KEEP
4096936..4097994	4096936	4097994	-	352	57117141	-	Rv3659c	COG4962U	 V		nonessential	hypothetical protein		KEEP
4097995..4098095	4097995	4098095	I	NA	NA		IG3719_Rv3659c-Rv3660c							KEEP
4098096..4099148	4098096	4099148	-	350	15610796	-	Rv3660c	-	 V		essential	hypothetical protein		KEEP
4099149..4099646	4099149	4099646	I	NA	NA		IG3720_Rv3660c-Rv3661							KEEP
4099647..4100510	4099647	4100510	+	287	15610797	-	Rv3661	COG0560E	 V		nonessential	hypothetical protein		KEEP
4100511..4101191	4100511	4101191	I	NA	NA		IG3721_Rv3661-Rv3662c							KEEP
4101192..4101256	4101192	4101256	I	NA	NA		IG3721_Rv3661-Rv3662c						Only Marin et al 2022	KEEP
4101257..4101264	4101257	4101264	I	NA	NA		IG3721_Rv3661-Rv3662c							KEEP
4101265..4102035	4101265	4102035	-	256	15610798	-	Rv3662c	COG3177S	 V		nonessential	hypothetical protein		KEEP
4102032..4103678	4102032	4103678	-	548	15610799	dppD	Rv3663c	COG1123R	 III.A.1		essential	peptide ABC transporter ATP-binding protein		KEEP
4103675..4104475	4103675	4104475	-	266	15610800	dppC	Rv3664c	COG1173EP	 III.A.1		nonessential	peptide ABC transporter transmembrane protein		KEEP
4104476..4104530	4104476	4104530	I	NA	NA		IG3724_Rv3664c-Rv3665c							KEEP
4104531..4105457	4104531	4105457	-	308	15610801	dppB	Rv3665c	COG0601EP	 III.A.1		nonessential	peptide ABC transporter transmembrane protein		KEEP
4105458..4105458	4105458	4105458	I	NA	NA		IG3725_Rv3665c-Rv3666c							KEEP
4105459..4107084	4105459	4107084	-	541	15610802	dppA	Rv3666c	COG4166E	 III.A.1		essential	periplasmic dipeptide-binding lipoprotein DppA		KEEP
4107085..4107449	4107085	4107449	I	NA	NA		IG3726_Rv3666c-Rv3667							KEEP
4107450..4107526	4107450	4107526	I	NA	NA		IG3726_Rv3666c-Rv3667						Only Marin et al 2022	KEEP
4107527..4107791	4107527	4107791	I	NA	NA		IG3726_Rv3666c-Rv3667							KEEP
4107792..4109747	4107792	4109747	+	651	15610803	acs	Rv3667	COG0365I	 I.A.3		nonessential	acetyl-CoA synthetase		KEEP
4109748..4109782	4109748	4109782	I	NA	NA		IG3727_Rv3667-Rv3668c							KEEP
4109783..4110481	4109783	4110481	-	232	15610804	-	Rv3668c	-	 II.B.3		nonessential	protease		KEEP
4110482..4110826	4110482	4110826	I	NA	NA		IG3728_Rv3668c-Rv3669							KEEP
4110827..4111345	4110827	4111345	+	172	15610805	-	Rv3669	-	 II.C.5		essential	transmembrane protein		KEEP
4111346..4112329	4111346	4112329	+	327	15610806	ephE	Rv3670	COG0596R	 III.F		nonessential	epoxide hydrolase EphE		KEEP
4112322..4113515	4112322	4113515	-	397	15610807	-	Rv3671c	COG0265O	 II.B.3		nonessential	membrane-associated serine protease		KEEP
4113516..4113520	4113516	4113520	I	NA	NA		IG3731_Rv3671c-Rv3672c							KEEP
4113521..4114342	4113521	4114342	-	273	15610808	-	Rv3672c	COG0494LR	 V		nonessential	hypothetical protein		KEEP
4114343..4114473	4114343	4114473	I	NA	NA		IG3732_Rv3672c-Rv3673c							KEEP
4114474..4115157	4114474	4115157	-	227	15610809	-	Rv3673c	COG0526OC	 II.C.5		nonessential	membrane-anchored thioredoxin-like protein		KEEP
4115157..4115894	4115157	4115894	-	245	57117142	nth	Rv3674c	COG0177L	 II.A.5		nonessential	endonuclease III		KEEP
4115895..4116001	4115895	4116001	I	NA	NA		IG3734_Rv3674c-Rv3675							KEEP
4116002..4116379	4116002	4116379	+	125	15610811	-	Rv3675	-	 II.C.5		nonessential	hypothetical protein		KEEP
4116380..4116477	4116380	4116477	I	NA	NA		IG3735_Rv3675-Rv3676							KEEP
4116478..4117152	4116478	4117152	+	224	15610812	-	Rv3676	COG0664T	 I.J.1		nonessential	CRP/FNR family transcriptional regulator		KEEP
4117153..4117257	4117153	4117257	I	NA	NA		IG3736_Rv3676-Rv3677c							KEEP
4117258..4118052	4117258	4118052	-	264	15610813	-	Rv3677c	COG0491R	 IV.I		nonessential	hydrolase		KEEP
4118053..4118058	4118053	4118058	I	NA	NA		IG3737_Rv3677c-Rv3678c							KEEP
4118059..4118514	4118059	4118514	-	151	15610814	-	Rv3678c	COG0251J	 V		nonessential	hypothetical protein		KEEP
4118515..4118529	4118515	4118529	I	NA	NA		IG3738_Rv3678c-Rv3678A							KEEP
4118530..4118691	4118530	4118691	-	53	57117143	-	Rv3678A	-	 I.J.1		nonessential	hypothetical protein		KEEP
4118692..4118775	4118692	4118775	I	NA	NA		IG3739_Rv3678A-Rv3679							KEEP
4118776..4119798	4118776	4119798	+	340	15610815	-	Rv3679	COG0003P	 III.A.4		essential	anion transporter ATPase		KEEP
4119795..4120912	4119795	4120912	+	386	15610816	-	Rv3680	COG0003P	 III.A.4		nonessential	anion transporter ATPase		KEEP
4120913..4120955	4120913	4120955	+	386	15610816	-	Rv3680	COG0003P	 III.A.4		nonessential	anion transporter ATPase	Marin et al 2022 + homoplasy analysis	DISCARD
